2.09889, 1.60856, 1.25044, 0.97428, 0.79384, 0.66731, 0.49943, 0.41554, 0.43631
2.11363, 1.59842, 1.24028, 1.01878, 0.78688, 0.61461, 0.53072, 0.36652, 0.39902
2.07612, 1.64123, 1.22657, 0.98811, 0.76685, 0.61948, 0.57629, 0.53373, 0.41916
2.08609, 1.60598, 1.25233, 1.01271, 0.73118, 0.64281, 0.5588, 0.40226, 0.35943
2.08041, 1.62132, 1.26991, 0.99748, 0.6986, 0.6311, 0.49409, 0.40989, 0.38458
2.09025, 1.56693, 1.26797, 0.9408, 0.72132, 0.68601, 0.48118, 0.40455, 0.37647
2.10021, 1.62187, 1.2663, 0.9997, 0.75007, 0.60527, 0.56913, 0.48949, 0.38453
2.09262, 1.61225, 1.26683, 0.95309, 0.72885, 0.69622, 0.51737, 0.39903, 0.30716
2.10557, 1.62931, 1.28141, 0.98687, 0.84143, 0.59064, 0.63949, 0.3891, 0.41548
2.10125, 1.58316, 1.275, 0.96666, 0.77201, 0.55571, 0.54565, 0.59589, 0.43222
2.10913, 1.59484, 1.2494, 1.00363, 0.73202, 0.686, 0.43649, 0.53468, 0.40763
2.101, 1.58614, 1.23805, 0.94242, 0.75451, 0.63236, 0.50451, 0.45637, 0.38079
2.09433, 1.63126, 1.29359, 1.03537, 0.77888, 0.68463, 0.44487, 0.41351, 0.48061
2.12203, 1.63415, 1.24323, 0.97565, 0.73558, 0.61778, 0.49625, 0.51121, 0.42471
2.10706, 1.60411, 1.26806, 1.05106, 0.76916, 0.60306, 0.59144, 0.47848, 0.44946
2.08696, 1.59467, 1.28235, 0.97421, 0.73447, 0.59321, 0.46681, 0.56826, 0.36666
2.08459, 1.62307, 1.24739, 0.91876, 0.69062, 0.64813, 0.6604, 0.46602, 0.37116
2.11208, 1.62745, 1.2557, 0.99783, 0.68114, 0.66244, 0.44865, 0.36557, 0.44422
2.07775, 1.58401, 1.25722, 0.97861, 0.77662, 0.62476, 0.4472, 0.42383, 0.37565
2.08623, 1.58172, 1.28314, 1.0319, 0.74729, 0.56227, 0.68263, 0.37771, 0.37828
2.09461, 1.61803, 1.26397, 1.05138, 0.71327, 0.69974, 0.44292, 0.50434, 0.3843
2.08795, 1.60516, 1.27813, 0.98303, 0.68496, 0.72645, 0.50483, 0.42698, 0.35514
2.0903, 1.61663, 1.22833, 0.96343, 0.84196, 0.70193, 0.63054, 0.47436, 0.44064
2.09806, 1.63943, 1.28764, 1.00946, 0.70852, 0.5674, 0.48469, 0.47144, 0.35288
2.06753, 1.57697, 1.27599, 1.00342, 0.75917, 0.66933, 0.61547, 0.4523, 0.46509
2.0998, 1.55833, 1.20921, 0.99641, 0.74449, 0.64884, 0.54927, 0.40183, 0.42183
2.09505, 1.63651, 1.25063, 1.01165, 0.72655, 0.52551, 0.55829, 0.47697, 0.41157
2.10039, 1.58443, 1.26305, 0.99544, 0.753, 0.63811, 0.58673, 0.41867, 0.32552
2.08152, 1.59733, 1.25734, 1.03531, 0.8208, 0.62366, 0.50917, 0.4505, 0.48725
2.08954, 1.59897, 1.23903, 1.01043, 0.72507, 0.55945, 0.43271, 0.4147, 0.31982
2.10332, 1.60612, 1.27177, 0.9201, 0.70717, 0.68481, 0.53343, 0.42743, 0.36358
2.10261, 1.59829, 1.23643, 1.04201, 0.69699, 0.57303, 0.48586, 0.45064, 0.57086
2.08367, 1.62232, 1.23034, 0.97661, 0.78566, 0.52458, 0.43991, 0.50242, 0.33306
2.1238, 1.59834, 1.26941, 0.94316, 0.72353, 0.65672, 0.50952, 0.54155, 0.38662
2.07925, 1.5849, 1.2814, 0.96622, 0.80343, 0.62336, 0.44676, 0.50009, 0.39882
2.09263, 1.59379, 1.24009, 0.96072, 0.76874, 0.58693, 0.61768, 0.48816, 0.40565
2.09642, 1.60421, 1.26148, 1.01282, 0.74187, 0.63276, 0.48524, 0.44514, 0.44033
2.09668, 1.60309, 1.25671, 1.02326, 0.7441, 0.61835, 0.55593, 0.41088, 0.32618
2.09176, 1.58751, 1.27221, 0.93669, 0.83058, 0.5911, 0.42498, 0.48546, 0.37869
2.1333, 1.60929, 1.27038, 0.99287, 0.7335, 0.65079, 0.54526, 0.45265, 0.4919
2.09584, 1.62787, 1.24678, 0.96706, 0.80865, 0.61803, 0.4836, 0.47789, 0.40928
2.0882, 1.61733, 1.30468, 0.97803, 0.73738, 0.64636, 0.60153, 0.51232, 0.48963
2.0843, 1.57722, 1.21547, 0.94457, 0.77675, 0.67309, 0.49785, 0.47707, 0.47889
2.07997, 1.5869, 1.24915, 0.97595, 0.78772, 0.5942, 0.51717, 0.43094, 0.32278
2.08824, 1.58967, 1.26292, 0.9445, 0.71711, 0.59855, 0.44842, 0.48657, 0.3104
2.09679, 1.60435, 1.21035, 0.99215, 0.72281, 0.65319, 0.49332, 0.51261, 0.33647
2.10844, 1.60594, 1.24738, 0.98803, 0.74933, 0.65278, 0.46134, 0.38735, 0.43211
2.11475, 1.6114, 1.20372, 1.01642, 0.75065, 0.56022, 0.54574, 0.45635, 0.37202
2.12009, 1.62393, 1.28267, 0.97699, 0.77241, 0.59576, 0.54647, 0.42239, 0.37121
2.09606, 1.60958, 1.23674, 0.95598, 0.85107, 0.67061, 0.51275, 0.52637, 0.36493
2.11303, 1.61859, 1.28511, 0.9621, 0.80241, 0.58632, 0.55912, 0.40632, 0.35041
2.11235, 1.62287, 1.22864, 0.98544, 0.71615, 0.6547, 0.46502, 0.39533, 0.35418
2.07878, 1.57818, 1.27717, 0.9601, 0.69226, 0.66667, 0.44764, 0.38944, 0.35461
2.04234, 1.60588, 1.26578, 1.0651, 0.7732, 0.63023, 0.50982, 0.51346, 0.40365
2.10718, 1.60697, 1.27977, 1.00124, 0.79706, 0.54764, 0.47403, 0.41536, 0.51133
2.08857, 1.61836, 1.25143, 0.96527, 0.7622, 0.60663, 0.50569, 0.41373, 0.46673
2.08814, 1.61288, 1.25264, 1.02294, 0.7268, 0.62311, 0.54322, 0.48758, 0.47266
2.06791, 1.59799, 1.25647, 0.99909, 0.77818, 0.67221, 0.53696, 0.36782, 0.31334
2.09853, 1.59491, 1.23742, 0.93927, 0.77332, 0.57986, 0.64134, 0.46083, 0.43295
2.12433, 1.57041, 1.19421, 0.95419, 0.73573, 0.65351, 0.48354, 0.39907, 0.3431
2.08364, 1.58985, 1.26304, 0.98065, 0.81469, 0.61495, 0.49664, 0.43575, 0.45727
2.07566, 1.60031, 1.2646, 1.04573, 0.76597, 0.67407, 0.59292, 0.5122, 0.42707
2.08455, 1.57852, 1.25016, 0.95233, 0.81296, 0.84128, 0.69867, 0.42301, 0.41393
2.13844, 1.59976, 1.26771, 0.94377, 0.73737, 0.60239, 0.60875, 0.50359, 0.56375
2.06808, 1.60813, 1.27873, 0.98474, 0.6878, 0.62141, 0.57184, 0.40712, 0.43076
2.12489, 1.60731, 1.2496, 1.0244, 0.70102, 0.59858, 0.54878, 0.50939, 0.38515
2.11251, 1.59165, 1.2809, 0.95906, 0.69527, 0.57712, 0.59984, 0.50449, 0.34425
2.09161, 1.62872, 1.24831, 0.99562, 0.70422, 0.60643, 0.55993, 0.40019, 0.42849
2.09185, 1.61059, 1.24915, 0.93903, 0.70932, 0.53021, 0.59856, 0.50701, 0.39751
2.08235, 1.58639, 1.29255, 1.00714, 0.76832, 0.63866, 0.55957, 0.41514, 0.42644
2.11322, 1.61932, 1.23881, 0.94328, 0.722, 0.57063, 0.64856, 0.33919, 0.3454
2.09887, 1.63873, 1.26639, 0.95357, 0.75327, 0.52887, 0.55492, 0.37691, 0.40082
2.11363, 1.58943, 1.25414, 0.91706, 0.7843, 0.63752, 0.64758, 0.43014, 0.30304
2.09967, 1.59369, 1.21841, 0.96553, 0.70673, 0.60479, 0.52059, 0.40141, 0.45318
2.07853, 1.61198, 1.2823, 0.91096, 0.72533, 0.57247, 0.54159, 0.42178, 0.32694
2.10327, 1.58298, 1.29273, 1.01109, 0.74176, 0.64853, 0.48766, 0.52165, 0.38925
2.09474, 1.59555, 1.23025, 0.97211, 0.72619, 0.67229, 0.49691, 0.39746, 0.40622
2.07468, 1.57859, 1.21671, 0.99351, 0.74432, 0.59068, 0.49003, 0.44023, 0.36315
2.10379, 1.59392, 1.26897, 0.9425, 0.7694, 0.66963, 0.54524, 0.37581, 0.38051
2.12796, 1.58444, 1.26656, 0.94882, 0.73259, 0.65749, 0.46559, 0.39373, 0.3552
2.12039, 1.59396, 1.28488, 0.98108, 0.71856, 0.61825, 0.53918, 0.42746, 0.32592
2.13817, 1.58449, 1.26466, 1.0363, 0.71239, 0.69058, 0.55512, 0.52394, 0.44301
2.09354, 1.55422, 1.27477, 0.95829, 0.78908, 0.72627, 0.56369, 0.41078, 0.34847
2.06762, 1.63713, 1.28706, 1.06392, 0.69143, 0.6183, 0.45244, 0.46117, 0.42249
2.12595, 1.61806, 1.30285, 1.02578, 0.74992, 0.598, 0.46241, 0.37597, 0.33999
2.07933, 1.58819, 1.24082, 1.03089, 0.76136, 0.6256, 0.49953, 0.39546, 0.46005
2.09124, 1.5945, 1.2639, 1.03441, 0.75185, 0.6175, 0.60374, 0.53706, 0.34878
2.08899, 1.62381, 1.27606, 1.0527, 0.73563, 0.73411, 0.45794, 0.45797, 0.38319
2.08765, 1.58701, 1.25126, 0.9946, 0.84392, 0.58418, 0.5865, 0.46787, 0.365
2.11194, 1.58447, 1.27282, 0.98913, 0.80336, 0.5989, 0.5841, 0.43176, 0.41571
2.07977, 1.64502, 1.25483, 0.97292, 0.83863, 0.52424, 0.50101, 0.43455, 0.39171
2.10303, 1.62503, 1.25587, 0.97225, 0.75305, 0.63404, 0.54869, 0.46441, 0.36535
2.09693, 1.6339, 1.26214, 0.94899, 0.7789, 0.6855, 0.52553, 0.46482, 0.31731
2.11199, 1.62612, 1.2441, 0.95902, 0.74718, 0.70523, 0.52623, 0.52079, 0.45615
2.08977, 1.62089, 1.25515, 0.95319, 0.69419, 0.61812, 0.4043, 0.41865, 0.40342
2.09228, 1.66128, 1.2773, 0.94387, 0.76086, 0.64615, 0.52023, 0.58198, 0.39011
2.10849, 1.59626, 1.28176, 0.95506, 0.7897, 0.66327, 0.54962, 0.45172, 0.44952
2.09025, 1.54043, 1.28904, 1.01313, 0.74933, 0.59899, 0.58017, 0.46083, 0.41152
2.12757, 1.63349, 1.24688, 0.96803, 0.72554, 0.60112, 0.50423, 0.45471, 0.41961
2.07188, 1.60341, 1.28278, 0.94296, 0.64256, 0.62513, 0.51486, 0.42447, 0.45754
